HebName,Name,ID,EngName,Region,SubDistrict,NaturalZone,StausMunicipal,Metropolitan,Religion,Pop2015,JewsOthers,Jews,Arebs,YearEst,TypeSuratYeshuv,Affiliation ,Coordinate,Hight,RegionalComittee,Police,YearUpdate,Link
דמיידה,דמיידה,1317,DEMEIDE,2,24,241,56,241,2,463,,,0.5,,450,,2216374673,204,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1317
דן,דן,303,DAN,2,21,211,1,,1,666,0.7,0.7,,1939,330,15,2613179391,175,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=303
דפנה,דפנה,302,DAFNA,2,21,211,1,,1,908,0.9,0.9,,1939,330,15,2599179280,141,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=302
דקל,דקל,1241,DEQEL,6,62,622,38,,1,311,0.3,0.3,,1982,310,10,1377356740,103,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1241
"דרום השרון מ""א 18","דרום השרון מ""א 18",1881,no name,4,42,421,18,,,,,,,,530,,0,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1881
"דרום השרון מ""א 20","דרום השרון מ""א 20",1882,no name,4,42,421,20,,,,,,,,530,,1899068100,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1882
"דרום השרון של""ש","דרום השרון של""ש",1885,no name,4,42,421,,,,,,,,,530,,1960067130,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1885
דרום יהודה,דרום יהודה,1998,no name ,7,77,,,,,,,,,,530,,,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1998
דריג'את,דריג'את,1349,DERIG'AT,6,62,623,69,,2,1065,,,1.1,,450,,2072057882,557,624,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1349
האון,האון,702,HAON,2,22,221,6,,1,184,0.2,0.2,,1949,330,15,2585973681,-188,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=702
הבונים,הבונים,675,HABONIM,3,32,321,15,243,1,345,0.3,0.3,,1949,320,15,1939572700,17,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=675
הגושרים,הגושרים,356,HAGOSHERIM,2,21,211,1,,1,720,0.7,0.7,,1948,330,15,2585379177,100,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=356
הדר עם,הדר עם,191,HADAR AM,4,41,411,16,141,1,599,0.6,0.6,,1933,310,10,1909169504,26,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=191
הוד השרון,הוד השרון,9700,HOD HASHARON,4,42,421,0,131,1,56659,56.6,55.5,,1924,150,,1901667325,37,423,5140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9700
הודיות,הודיות,1322,HODAYOT,2,22,222,3,,1,293,0.3,0.3,,1959,340,,2410774379,284,206,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1322
הודייה,הודייה,726,HODIYYA,6,61,614,36,,1,488,0.5,0.5,,1949,310,1,1660062041,54,633,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=726
הוואשלה (שבט),הוואשלה (שבט),1169,HAWASHLA,6,62,623,,,3,,,,,,460,,2020055900,,699,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1169
הוזייל (שבט),הוזייל (שבט),956,HUZAYYEL,6,62,623,,,3,,,,,,460,,1762059080,,699,3485,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=956
הושעיה,הושעיה,1186,HOSHA'AYA,2,23,237,9,,1,1929,1.9,1.9,,1981,370,2,2276574043,224,254,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1186
הזורע,הזורע,250,HAZOREA,2,23,235,13,,1,842,0.8,0.8,,1936,330,15,2114872773,64,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=250
הזורעים,הזורעים,307,HAZORE'IM,2,22,222,3,,1,915,0.9,0.9,,1939,310,2,2473873908,-61,206,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=307
החותרים,החותרים,434,HAHOTERIM,3,32,321,15,223,1,730,0.7,0.7,,1948,330,15,1962573976,15,303,1182,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=434
היוגב,היוגב,684,HAYOGEV,2,23,234,9,,1,632,0.6,0.6,,1949,310,1,2194972416,86,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=684
הילה,הילה,1208,HILLA,2,24,243,52,,1,575,0.6,0.6,,1980,370,19,2231777125,490,255,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1208
המעפיל,המעפיל,377,HAMA'PIL,4,41,412,16,141,1,807,0.8,0.8,,1945,330,15,1985969825,33,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=377
המרכז למחקר-נחל שורק,המרכז למחקר-נחל שורק,1751, ,4,44,442,,143,,,,,,,520,,1718164583,,,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1751
הסוללים,הסוללים,677,HASOLELIM,2,23,237,9,242,1,907,0.9,0.9,,1949,330,6,2225673955,171,254,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=677
העוגן,העוגן,423,HAOGEN,4,41,411,16,141,1,855,0.9,0.8,,1947,330,15,1930669651,15,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=423
"הערבה מ""א 51","הערבה מ""א 51",1944,no name,6,62,625,51,,,,,,,,530,,0,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1944
"הערבה מ""א 53","הערבה מ""א 53",1945,no name,6,62,625,53,,,,,,,,530,,2062043180,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1945
"הערבה מ""א 54","הערבה מ""א 54",1946,no name,6,62,625,54,,,,,,,,530,,2159050670,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1946
הר אדר,הר אדר,3769,HAR ADAR,7,74,,99,445,1,3858,3.8,3.8,,1986,190,,2123263708,825,720,6129,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3769
"הר אלכסנדר מ""א 14","הר אלכסנדר מ""א 14",1869,no name,3,32,323,14,,,,,,,,530,,2050071490,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1869
"הר אלכסנדר מ""א 45","הר אלכסנדר מ""א 45",1868,no name,3,32,323,45,,,,,,,,530,,2009071920,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1868
"הר אלכסנדר של""ש","הר אלכסנדר של""ש",1870,no name,3,32,323,,,,,,,,,530,,2105071460,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1870
הר גילה,הר גילה,3603,HAR GILLO,7,76,,76,445,1,1505,1.5,1.5,,1972,370,19,2164062544,917,714,6130,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3603
"הר הנגב הדרומי מ""א 48","הר הנגב הדרומי מ""א 48",1953,no name,6,62,627,48,,,,,,,,530,,1851048010,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1953
"הר הנגב הדרומי מ""א 53","הר הנגב הדרומי מ""א 53",1951,no name,6,62,627,53,,,,,,,,530,,1883044330,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1951
"הר הנגב הדרומי מ""א 54","הר הנגב הדרומי מ""א 54",1952,no name,6,62,627,54,,,,,,,,530,,2040048240,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1952
"הר הנגב הצפוני מ""א 48","הר הנגב הצפוני מ""א 48",1948,no name,6,62,626,48,,,,,,,,530,,1728052230,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1948
"הר הנגב הצפוני מ""א 51","הר הנגב הצפוני מ""א 51",1949,no name,6,62,626,51,,,,,,,,530,,2189054410,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1949
"הר הנגב הצפוני מ""א 53","הר הנגב הצפוני מ""א 53",1947,no name,6,62,626,53,,,,,,,,530,,1658047710,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1947
"הר הנגב הצפוני מ""א 54","הר הנגב הצפוני מ""א 54",1950,no name,6,62,626,54,,,,,,,,530,,2054052480,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1950
הר עמשא,הר עמשא,1261,HAR AMASA,6,62,623,51,,1,113,0.1,0.1,,1983,330,,2097058352,824,656,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1261
הראל,הראל,464,HAR'EL,1,11,112,26,444,1,247,0.2,0.2,,1948,330,15,1953163517,200,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=464
הרדוף,הרדוף,1249,HARDUF,2,23,237,9,242,1,1034,1,1,,1982,330,15,2163874111,172,254,1340,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1249
"הרי יהודה מ""א 26","הרי יהודה מ""א 26",1801,no name,1,11,111,26,,,,,,,,530,,2067063030,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1801
"הרי יהודה של""ש","הרי יהודה של""ש",1802,no name,1,11,111,,,,,,,,,530,,0,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1802
הרי נצרת-תירען,הרי נצרת-תירען,1823,no name,2,23,237,,,,,,,,,530,,2351073910,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1823
"הרי נצרת-תירען מ""א 9","הרי נצרת-תירען מ""א 9",1839,no name,2,23,237,9,,,,,,,,530,,2227073890,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1839
הרצלייה,הרצלייה,6400,HERZLIYYA,5,51,511,0,121,1,91926,91.8,88.1,,1924,150,,1845467522,39,504,2360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6400
הררית,הררית,1203,HARARIT,2,24,241,56,,1,412,0.4,0.4,,1980,370,7,2346875012,479,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1203
השומרון,השומרון,1999,no name ,7,71,,,,,,,,,,530,,2235665137,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1999
ורד יריחו,ורד יריחו,3639,WERED YERIHO,7,75,,74,,1,239,0.2,0.2,,1980,310,10,2411363714,-166,713,4355,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3639
ורדון,ורדון,1133,WARDON,6,61,611,35,,1,264,0.3,0.3,,1968,350,,1793961911,100,632,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1133
זבארגה (שבט),זבארגה (שבט),2742,ZABARGA,6,62,623,,,3,,,,,,460,,2032057170,435,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2742
זבדיאל,זבדיאל,815,ZAVDI'EL,6,61,611,34,,1,470,0.5,0.5,,1950,310,8,1773161858,90,631,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=815
זוהר,זוהר,44,ZOHAR,6,61,612,50,,1,349,0.3,0.3,,1956,310,10,1708861156,117,634,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=44
זיקים,זיקים,584,ZIQIM,6,61,614,36,,1,625,0.6,0.6,,1949,330,15,1546461318,24,633,3840,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=584
זיתן,זיתן,788,ZETAN,4,43,432,40,133,1,1045,1,1,,1950,310,1,1897865365,40,425,5280,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=788
זכרון יעקב,זכרון יעקב,9300,ZIKHRON YA'AQOV,3,32,322,99,,1,22532,22.5,21.7,,1882,160,,1957771962,78,353,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9300
זכריה,זכריה,799,ZEKHARYA,1,11,112,26,,1,1039,1,1,,1950,310,1,1948562415,268,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=799
זמר,זמר,1290,ZEMER,4,41,412,99,141,2,6486,,,6.5,,280,,2035169685,86,458,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1290
זמרת,זמרת,1065,ZIMRAT,6,62,621,39,,1,458,0.5,0.5,,1957,310,2,1574359529,121,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1065
זנוח,זנוח,816,ZANOAH,1,11,112,26,444,1,510,0.5,0.5,,1950,310,8,2000062667,291,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=816
זרועה,זרועה,2064,ZERU'A,6,62,621,39,,1,352,0.4,0.3,,1953,310,2,1642959642,134,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2064
זרזיר,זרזיר,975,ZARZIR,2,23,237,99,242,2,7460,,,7.4,,280,,2211273668,184,254,1440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=975
זרחיה,זרחיה,818,ZERAHYA,6,61,611,34,,1,693,0.7,0.7,,1950,310,2,1759462110,72,631,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=818
ח'ואלד,ח'ואלד,1321,KHAWALED,3,31,311,12,222,2,458,,,0.5,,450,,2131074174,62,301,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1321
ח'ואלד (שבט),ח'ואלד (שבט),986,KHAWALED,2,25,237,,,3,,,,,,460,,2150174051,,299,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=986
חבצלת השרון,חבצלת השרון,235,HAVAZZELET HASHARON,4,41,411,16,141,1,553,0.5,0.5,,1935,310,10,1872969635,22,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=235
חבר,חבר,1110,HEVER,2,23,234,8,,1,429,0.4,0.4,,1958,350,,2250871708,71,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1110
חגור,חגור,717,HAGOR,4,42,421,20,142,1,1135,1.1,1.1,,1949,310,1,1951667158,34,417,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=717
חגי,חגי,3764,HAGGAY,7,77,,78,,1,592,0.6,0.6,,1984,370,11,2076260015,854,715,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3764
חגלה,חגלה,205,HOGLA,4,41,411,16,141,1,831,0.8,0.8,,1933,310,1,1932869924,18,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=205
חד-נס,חד-נס,4026,HAD-NES,2,29,293,71,,1,827,0.8,0.8,,1989,370,9,2604175924,-7,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4026
חדיד,חדיד,618,HADID,4,43,432,25,142,1,866,0.9,0.9,,1950,310,2,1936965289,68,424,5160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=618
חדרה,חדרה,6500,HADERA,3,32,324,0,,1,88783,88,82.3,,1890,150,,1925670466,19,302,1180,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6500
חוג'ייראת (ד'הרה) (שבט),חוג'ייראת (ד'הרה) (שבט),948,HUJEIRAT (DAHRA),2,24,241,56,,3,,,,,,460,,2278574887,,299,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=948
חולדה,חולדה,160,HULDA,4,43,432,30,143,1,913,0.9,0.9,,1930,330,15,1889863766,119,426,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=160
חולון,חולון,6600,HOLON,5,53,513,0,123,1,188834,188.6,175.2,,1940,140,,1792765826,34,505,2200,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6600
חולית,חולית,1239,HOLIT,6,62,622,38,,1,147,0.1,0.1,,1980,330,15,1357357134,76,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1239
חולתה,חולתה,253,HULATA,2,21,211,1,,1,590,0.6,0.6,,1937,330,15,2573277301,80,253,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=253
חוסן,חוסן,662,HOSEN,2,24,243,52,,1,997,1,1,,1949,310,9,2281476697,475,255,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=662
חוסנייה,חוסנייה,1332,HUSSNIYYA,2,24,242,56,,2,651,,,0.7,,450,,2302275622,297,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1332
"חוף הכרמל מ""א 15","חוף הכרמל מ""א 15",1864,no name,3,32,321,15,,,,,,,,530,,1947072760,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1864
חופית,חופית,115,HOFIT,4,41,411,16,141,1,739,0.7,0.7,,1955,350,,1883669905,15,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=115
חוקוק,חוקוק,374,HUQOQ,2,22,221,6,,1,539,0.5,0.5,,1945,330,15,2466875395,3,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=374
חורה,חורה,1303,HURA,6,62,623,99,342,2,19371,,,19.4,,270,,1938757841,416,652,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1303
חורפיש,חורפיש,496,HURFEISH,2,24,244,99,,2,6077,,,6.1,,280,,2326776914,670,258,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=496
חורשים,חורשים,355,HORESHIM,4,42,421,20,142,1,311,0.3,0.3,,1955,330,15,1974467160,81,417,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=355
חזון,חזון,1047,HAZON,2,22,222,2,,1,311,0.3,0.3,,1969,310,2,2372775686,444,209,1310,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1047
חיבת ציון,חיבת ציון,219,HIBBAT ZIYYON,4,41,411,16,141,1,657,0.7,0.7,,1933,310,7,1919970045,30,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=219
חיננית,חיננית,3643,HINNANIT,7,71,,72,,1,1089,1.1,1,,1981,370,13,2160870967,392,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3643
חיפה,חיפה,4000,HAIFA,3,31,311,0,210,4,278903,248.2,219.4,30.7,ותיק,130,,2011274546,98,304,1140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4000
חירות,חירות,162,HERUT,4,41,411,18,141,1,1266,1.3,1.2,,1930,310,1,1921668301,60,412,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=162
חלוץ,חלוץ,1272,HALUZ,2,24,243,56,,1,464,0.5,0.5,,1985,370,13,2295276173,735,205,1310,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1272
חלמיש,חלמיש,3573,HALLAMISH,7,74,,73,145,1,1278,1.3,1.3,,1977,370,11,2120165696,559,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3573
חלץ,חלץ,820,HELEZ,6,61,614,36,,1,449,0.4,0.4,,1950,310,1,1676360965,80,633,3840,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=820
חמאם,חמאם,993,HAMAM,2,22,221,65,,2,1410,,,1.4,,450,,2461874838,-99,251,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=993
חמד,חמד,801,HEMED,4,43,432,40,133,1,1131,1.1,1.1,,1950,310,2,1851165842,26,425,5210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=801
חמדיה,חמדיה,343,HAMADYA,2,23,231,7,,1,396,0.4,0.4,,1942,330,15,2490971406,-169,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=343
חמדת,חמדת,3646,HEMDAT,7,75,,75,,1,233,0.2,0.2,,1980,370,11,2499468438,146,712,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3646
חמרה,חמרה,3609,HAMRA,7,75,,75,,1,127,0.1,0.1,,1971,310,10,2412667839,-49,712,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3609
חניאל,חניאל,807,HANNI'EL,4,41,411,16,141,1,931,0.9,0.9,,1950,310,1,1954169328,31,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=807
חניתה,חניתה,280,HANITA,2,24,244,4,,1,724,0.7,0.7,,1938,330,15,2166577698,342,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=280
חנתון,חנתון,1257,HANNATON,2,23,237,9,241,1,794,0.8,0.8,,1984,330,15,2232174321,188,254,1340,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1257
חספין,חספין,4005,HASPIN,2,29,294,71,,1,1739,1.7,1.7,,1973,370,,2746275023,419,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4005
חפץ חיים,חפץ חיים,363,HAFEZ HAYYIM,4,44,441,31,143,1,503,0.5,0.5,,1944,330,8,1811663302,76,456,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=363
חפצי-בה,חפצי-בה,90,HEFZI-BAH,2,23,232,8,,1,538,0.5,0.5,,1922,330,15,2402471384,-76,204,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=90
חצב,חצב,700,HAZAV,6,61,611,33,143,1,1404,1.4,1.4,,1949,310,1,1782863213,64,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=700
חצבה,חצבה,13,HAZEVA,6,62,625,54,,1,566,0.6,0.5,,1965,310,1,2266751972,-163,657,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=13
חצור-אשדוד,חצור-אשדוד,406,HAZOR-ASHDOD,6,61,611,33,143,1,556,0.6,0.5,,1937,330,15,1735963120,45,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=406
חצור הגלילית,חצור הגלילית,2034,HAZOR HAGELILIT,2,21,213,99,,1,8834,8.8,8.6,,1953,180,,2511576527,438,259,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2034
חצרים,חצרים,397,HAZERIM,6,62,623,41,344,1,786,0.8,0.8,,1946,330,15,1726957221,240,625,3440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=397
חרב לאת,חרב לאת,422,HEREV LE'ET,4,41,411,16,141,1,850,0.8,0.8,,1947,310,10,1924170092,28,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=422
חרוצים,חרוצים,1024,HARUZIM,4,41,411,19,141,1,889,0.9,0.9,,1951,350,,1874468161,45,401,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1024
חריש,חריש,1247,HARISH,3,32,323,99,,1,969,0.9,0.9,,1982,350,,2047870720,115,307,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1247
"חרמון מ""א 71","חרמון מ""א 71",1960,no name,2,29,291,71,,,,,,,,530,,2685079910,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1960
חרמש,חרמש,3717,HERMESH,7,71,,72,,1,219,0.2,0.2,,1982,370,9,2114270327,238,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3717
חרשים,חרשים,1209,HARASHIM,2,24,243,56,,1,290,0.3,0.3,,1980,370,19,2310076241,814,205,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1209
חשמונאים,חשמונאים,3770,HASHMONA'IM,7,74,,73,,1,2762,2.8,2.8,,1985,190,,2023664872,252,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3770
טבריה,טבריה,6700,TIBERIAS,2,22,221,0,,1,42610,42,39.3,,ותיק,160,,2494274369,12,207,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6700
טובא-זנגרייה,טובא-זנגרייה,962,TUBA-ZANGARIYYE,2,21,213,99,,2,6270,,,6.3,,280,,2556376342,294,259,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=962
טורעאן,טורעאן,498,TUR'AN,2,25,237,99,,2,13337,,,13.3,,270,,2354574242,245,251,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=498
טייבה,טייבה,2730,TAYIBE,4,41,412,0,141,2,40941,,,40.9,,260,,2008468572,64,402,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2730
טייבה (בעמק),טייבה (בעמק),497,TAYIBE(BAEMEQ),2,23,233,8,,2,1751,,,1.7,,450,,2420272332,95,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=497
טירה,טירה,2720,TIRE,4,41,412,0,141,2,24873,,,24.8,,260,,1957768225,61,403,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2720
טירת יהודה,טירת יהודה,663,TIRAT YEHUDA,4,42,422,25,142,1,1183,1.2,1.2,,1949,310,2,1938965787,57,424,5160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=663
טירת כרמל,טירת כרמל,2100,TIRAT KARMEL,3,31,311,0,223,1,19350,19.3,18.6,,1949,170,,1976874080,45,355,1182,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2100
טירת צבי,טירת צבי,268,TIRAT ZEVI,2,23,231,7,,1,759,0.8,0.8,,1937,330,3,2499770303,-219,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=268
טל-אל,טל-אל,1181,TAL-EL,2,24,243,56,241,1,1110,1.1,1.1,,1980,370,13,2169975908,116,205,1330,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1181
טל שחר,טל שחר,462,TAL SHAHAR,1,11,112,26,,1,1287,1.3,1.3,,1948,310,1,1908763474,118,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=462
טללים,טללים,1177,TELALIM,6,62,626,48,,1,399,0.4,0.4,,1980,330,15,1779654464,361,620,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1177
טלמון,טלמון,3788,TALMON,7,74,,73,,1,3704,3.7,3.7,,1989,190,,2132164936,584,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3788
